SITE_ID,VISIT_NO,TAXANAME,ABUND,GENUS_CNT,SPECIES_CNT
NLA06608-1292,1,Pompholyx,1,Pompholyx,NA
NLA06608-1292,1,Synchaeta,2,Synchaeta,NA
NLA06608-1295,1,Moina,1,Moina,NA
NLA06608-1295,1,Asplanchna,3,Asplanchna,NA
NLA06608-1295,1,Brachionus angularis,23,Brachionus,angularis
NLA06608-1295,1,Filinia,9,Filinia,NA
NLA06608-1295,1,Hexarthra,64,Hexarthra,mira
NLA06608-1295,1,Keratella cceo,20,Keratella,cceo
NLA06608-1295,1,Keratella quadrata,30,Keratella,quadrata f. valga
NLA06608-1295,1,Polyarthra,52,Polyarthra,NA
NLA06608-1295,1,Synchaeta,1,Synchaeta,NA
NLA06608-1295,1,Trichocerca,1,Trichocerca,NA
NLA06608-1297,1,Cyclopidae,2,Acanthocyclops,NA
NLA06608-1297,1,Cyclopidae,1,Diacyclops,NA
NLA06608-1297,1,Cyclopidae,9,Mesocyclops,NA
NLA06608-1297,1,Cyclopidae,22,NA,NA
NLA06608-1297,1,Daphnia catawba/pulex complex,81,Daphnia,pulex
NLA06608-1297,1,Diaphanosoma,67,Diaphanosoma,NA
NLA06608-1297,1,Diaptomidae,68,NA,NA
NLA06608-1297,1,Leptodora,1,Leptodora,kindtii
NLA06608-1297,1,Brachionus angularis,4,Brachionus,angularis
NLA06608-1297,1,Conochilidae,19,NA,NA
NLA06608-1297,1,Filinia,1,Filinia,NA
NLA06608-1297,1,Gastropus,42,Gastropus,NA
NLA06608-1297,1,Keratella cceo,215,Keratella,cceo
NLA06608-1297,1,Keratella quadrata,1,Keratella,quadrata
NLA06608-1297,1,Leptodora,0,Leptodora,kindtii
NLA06608-1297,1,Polyarthra,1,Polyarthra,NA
NLA06608-1297,1,Trichocerca,2,Trichocerca,NA
NLA06608-1300,1,Aglaodiaptomus,15,Aglaodiaptomus,NA
NLA06608-1300,1,Cyclopidae,33,Diacyclops,NA
NLA06608-1300,1,Cyclopidae,44,Mesocyclops,NA
NLA06608-1300,1,Daphnia catawba/pulex complex,29,Daphnia,pulex
NLA06608-1300,1,Daphnia mendotae complex,162,Daphnia,mendotae
NLA06608-1300,1,Diaphanosoma,13,Diaphanosoma,NA
NLA06608-1300,1,Diaptomidae,74,NA,NA
NLA06608-1300,1,Temoridae,34,Eurytemora,NA
NLA06608-1300,1,Conochilidae,9,NA,NA
NLA06608-1300,1,Platyias,1,Platyias,NA
NLA06608-1300,1,Polyarthra,1,Polyarthra,NA
NLA06608-1303,1,UNID,1,NA,NA
NLA06608-1303,1,Aglaodiaptomus,6,Aglaodiaptomus,NA
NLA06608-1303,1,Chydoridae,1,NA,NA
NLA06608-1303,1,Cyclopidae,13,Acanthocyclops,NA
NLA06608-1303,1,Daphnia catawba/pulex complex,199,Daphnia,pulex
NLA06608-1303,1,Daphnia mendotae complex,5,Daphnia,mendotae
NLA06608-1303,1,Diaptomidae,37,NA,NA
NLA06608-1303,1,Brachionus angularis,1,Brachionus,angularis
NLA06608-1303,1,Kellicottia longispina,3,Kellicottia,longispina
NLA06608-1303,1,Keratella cceo,9,Keratella,cceo
NLA06608-1303,1,Ploesoma,1,Ploesoma,NA
NLA06608-1312,1,Ceriodaphnia,375,Ceriodaphnia,NA
NLA06608-1312,1,Chaoborus punctipennis,2,Chaoborus,punctipennis
NLA06608-1312,1,Cyclopidae,28,Mesocyclops,NA
NLA06608-1312,1,Daphnia mendotae complex,10,Daphnia,mendotae
NLA06608-1312,1,Diaphanosoma,2,Diaphanosoma,NA
NLA06608-1312,1,Diaptomidae,24,NA,NA
NLA06608-1312,1,Asplanchna,10,Asplanchna,NA
NLA06608-1312,1,Bdelloidea,1,NA,NA
NLA06608-1312,1,Brachionus caudatus,2,Brachionus,caudatus
NLA06608-1312,1,Brachionus havanaensis,5,Brachionus,havanaensis
NLA06608-1312,1,Conochilidae,15,NA,NA
NLA06608-1312,1,Gastropus,13,Gastropus,NA
NLA06608-1312,1,Keratella cceo,250,Keratella,cceo
NLA06608-1312,1,Lecanidae,2,Lecane,NA
NLA06608-1312,1,Lecanidae,1,Monostyla,NA
NLA06608-1312,1,Polyarthra,15,Polyarthra,NA
NLA06608-1312,1,Ptygura,5,Ptygura,libera
NLA06608-1312,1,Trichocerca,8,Trichocerca,NA
NLA06608-1316,1,Bosmina,2,Bosmina,NA
NLA06608-1316,1,Ceriodaphnia,79,Ceriodaphnia,NA
NLA06608-1316,1,Chaoborus,3,Chaoborus,NA
NLA06608-1316,1,Chydoridae,1,NA,NA
NLA06608-1316,1,Cyclopidae,8,Mesocyclops,NA
NLA06608-1316,1,Cyclopidae,131,NA,NA
NLA06608-1316,1,Diaphanosoma,31,Diaphanosoma,NA
NLA06608-1316,1,Diaptomidae,10,NA,NA
NLA06608-1316,1,Brachionus angularis,134,Brachionus,angularis
NLA06608-1316,1,Brachionus calyciflorus,2,Brachionus,calyciflorus
NLA06608-1316,1,Conochilidae,11,NA,NA
NLA06608-1316,1,Filinia,33,Filinia,NA
NLA06608-1316,1,Kellicottia longispina,18,Kellicottia,longispina
NLA06608-1316,1,Keratella cceo,19,Keratella,cceo
NLA06608-1316,1,Ploesoma,3,Ploesoma,NA
NLA06608-1316,1,Testudinella,1,Testudinella,NA
NLA06608-1319,1,Bosmina,1,Bosmina,NA
NLA06608-1319,1,Chironomidae,1,NA,NA
NLA06608-1319,1,Cyclopidae,51,Acanthocyclops,NA
NLA06608-1319,1,Cyclopidae,40,NA,NA
NLA06608-1319,1,Daphnia parvula,25,Daphnia,parvula
NLA06608-1319,1,Diaphanosoma,61,Diaphanosoma,NA
NLA06608-1319,1,Diaptomidae,47,NA,NA
NLA06608-1319,1,Asplanchna,1,Asplanchna,NA
NLA06608-1319,1,Brachionus angularis,135,Brachionus,angularis
NLA06608-1319,1,Brachionus havanaensis,94,Brachionus,havanaensis
NLA06608-1319,1,Keratella cceo,5,Keratella,cceo
NLA06608-1319,1,Keratella quadrata,3,Keratella,quadrata
NLA06608-1319,1,Polyarthra,1,Polyarthra,NA
NLA06608-1321,1,Bosmina,1,Bosmina,NA
NLA06608-1321,1,Cyclopidae,134,Diacyclops,NA
NLA06608-1321,1,Cyclopidae,3,Eucyclops,NA
NLA06608-1321,1,Daphnia catawba/pulex complex,105,Daphnia,pulex
NLA06608-1321,1,Daphnia mendotae complex,200,Daphnia,mendotae
NLA06608-1321,1,Gastropus,8,Gastropus,NA
NLA06608-1321,1,Kellicottia longispina,243,Kellicottia,longispina
NLA06608-1321,1,Keratella cceo,2,Keratella,cceo
NLA06608-1321,1,Keratella quadrata,6,Keratella,quadrata
NLA06608-1321,1,Polyarthra,1,Polyarthra,NA
NLA06608-1321,1,Synchaeta,2,Synchaeta,NA
NLA06608-1323,1,UNID,3,NA,NA
NLA06608-1323,1,Bosmina,4,Bosmina,NA
NLA06608-1323,1,Chaoborus punctipennis,4,Chaoborus,punctipennis
NLA06608-1323,1,Cyclopidae,107,Mesocyclops,NA
NLA06608-1323,1,Daphnia lumholtzi,10,Daphnia,lumholtzi
NLA06608-1323,1,Daphnia parvula,151,Daphnia,parvula
NLA06608-1323,1,Diaphanosoma,25,Diaphanosoma,NA
NLA06608-1323,1,Diaptomidae,7,NA,NA
NLA06608-1323,1,Asplanchna,1,Asplanchna,NA
NLA06608-1323,1,Brachionus caudatus,1,Brachionus,caudatus
NLA06608-1323,1,Conochilidae,208,NA,NA
NLA06608-1323,1,Kellicottia longispina,6,Kellicottia,longispina
NLA06608-1323,1,Keratella cceo,3,Keratella,cceo
NLA06608-1323,1,Platyias,4,Platyias,NA
NLA06608-1323,1,Polyarthra,3,Polyarthra,NA
NLA06608-1323,1,Synchaeta,6,Synchaeta,NA
NLA06608-1326,1,UNID,5,NA,NA
NLA06608-1326,1,Acari,3,NA,NA
NLA06608-1326,1,Chironomidae,5,NA,NA
NLA06608-1326,1,Cyclopidae,5,Macrocyclops,NA
NLA06608-1326,1,Cyclopidae,9,NA,NA
NLA06608-1326,1,Daphnia catawba/pulex complex,12,Daphnia,pulex
NLA06608-1326,1,Daphnia retrocurva,4,Daphnia,retrocurva
NLA06608-1326,1,Diaphanosoma,70,Diaphanosoma,NA
NLA06608-1326,1,Diaptomidae,146,NA,NA
NLA06608-1326,1,Asplanchna,5,Asplanchna,NA
NLA06608-1326,1,Bdelloidea,2,NA,NA
NLA06608-1326,1,Brachionus havanaensis,3,Brachionus,havanaensis
NLA06608-1326,1,Collotheca,145,Collotheca,NA
NLA06608-1326,1,Conochilidae,24,NA,NA
NLA06608-1326,1,Euchlanis,3,Euchlanis,NA
NLA06608-1326,1,Keratella cceo,6,Keratella,cceo
NLA06608-1326,1,Keratella quadrata,4,Keratella,quadrata
NLA06608-1326,1,Lecanidae,1,Monostyla,NA
NLA06608-1326,1,Macrochaetus,13,Macrochaetus,NA
NLA06608-1326,1,Mytilina,1,Mytilina,NA
NLA06608-1326,1,Platyias,2,Platyias,NA
NLA06608-1326,1,Pompholyx,2,Pompholyx,sulcata
NLA06608-1326,1,Trichocerca,1,Trichocerca,NA
NLA06608-1326,1,Trichotria,1,Trichotria,NA
NLA06608-1329,1,Aglaodiaptomus,9,Aglaodiaptomus,NA
NLA06608-1329,1,Bosmina,1,Bosmina,NA
NLA06608-1329,1,Cyclopidae,13,Diacyclops,NA
NLA06608-1329,1,Cyclopidae,1,NA,NA
NLA06608-1329,1,Daphnia mendotae complex,74,Daphnia,mendotae
NLA06608-1329,1,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-1329,1,Diaptomidae,10,NA,NA
NLA06608-1329,1,Polyphemus,6,Polyphemus,pediculus
NLA06608-1329,1,Conochilidae,551,NA,NA
NLA06608-1329,1,Kellicottia longispina,45,Kellicottia,longispina
NLA06608-1329,1,Polyarthra,16,Polyarthra,NA
NLA06608-1329,1,Trichocerca,30,Trichocerca,NA
NLA06608-1332,1,Chaoborus,4,Chaoborus,NA
NLA06608-1332,1,Cyclopidae,21,NA,NA
NLA06608-1332,1,Daphnia,4,Daphnia,NA
NLA06608-1332,1,Diaphanosoma,96,Diaphanosoma,NA
NLA06608-1332,1,Diaptomidae,70,NA,NA
NLA06608-1332,1,Moina,42,Moina,NA
NLA06608-1332,1,Anuraeopsis,1,Anuraeopsis,fissa
NLA06608-1332,1,Asplanchna,7,Asplanchna,NA
NLA06608-1332,1,Brachionus angularis,3,Brachionus,angularis
NLA06608-1332,1,Brachionus calyciflorus,22,Brachionus,calyciflorus
NLA06608-1332,1,Brachionus caudatus,63,Brachionus,caudatus
NLA06608-1332,1,Brachionus forficula,1,Brachionus,forficula
NLA06608-1332,1,Brachionus havanaensis,3,Brachionus,havanaensis
NLA06608-1332,1,Conochilidae,32,NA,NA
NLA06608-1332,1,Filinia,44,Filinia,NA
NLA06608-1332,1,Keratella cceo,1,Keratella,cceo
NLA06608-1332,1,Ploesoma,1,Ploesoma,NA
NLA06608-1332,1,Polyarthra,2,Polyarthra,NA
NLA06608-1332,1,Synchaeta,6,Synchaeta,NA
NLA06608-1332,1,Trichocerca,17,Trichocerca,NA
NLA06608-1333,1,Bosmina,1,Bosmina,NA
NLA06608-1333,1,Chaoborus punctipennis,7,Chaoborus,punctipennis
NLA06608-1333,1,Cyclopidae,1,Diacyclops,NA
NLA06608-1333,1,Cyclopidae,8,Mesocyclops,NA
NLA06608-1333,1,Cyclopidae,61,NA,NA
NLA06608-1333,1,Daphnia catawba/pulex complex,128,Daphnia,pulex
NLA06608-1333,1,Diaptomidae,31,NA,NA
NLA06608-1333,1,Holopedium gibberum,4,Holopedium,gibberum
NLA06608-1333,1,Asplanchna,13,Asplanchna,NA
NLA06608-1333,1,Conochilidae,188,NA,NA
NLA06608-1333,1,Filinia,5,Filinia,NA
NLA06608-1333,1,Kellicottia bostoniensis,1,Kellicottia,bostonensis
NLA06608-1333,1,Kellicottia longispina,19,Kellicottia,longispina
NLA06608-1333,1,Keratella cceo,2,Keratella,cceo
NLA06608-1333,1,Keratella cceo,7,Keratella,cceo
NLA06608-1333,1,Keratella testudo,1,Keratella,testudo
NLA06608-1333,1,Polyarthra,9,Polyarthra,NA
NLA06608-1333,1,Trichocerca,1,Trichocerca,NA
NLA06608-1334,1,UNID,1,NA,NA
NLA06608-1334,1,Bosmina,1,Bosmina,NA
NLA06608-1334,1,Cyclopidae,1,Eucyclops,NA
NLA06608-1334,1,Cyclopidae,166,Mesocyclops,NA
NLA06608-1334,1,Daphnia catawba/pulex complex,3,Daphnia,pulex
NLA06608-1334,1,Daphnia retrocurva,1,Daphnia,retrocurva
NLA06608-1334,1,Diaphanosoma,2,Diaphanosoma,NA
NLA06608-1334,1,Diaptomidae,131,NA,NA
NLA06608-1334,1,Leptodora,5,Leptodora,kindtii
NLA06608-1334,1,Temoridae,22,Epischura,NA
NLA06608-1334,1,Asplanchna,9,Asplanchna,NA
NLA06608-1334,1,Conochilidae,206,NA,NA
NLA06608-1334,1,Kellicottia longispina,1,Kellicottia,longispina
NLA06608-1334,1,Keratella cceo,7,Keratella,cceo
NLA06608-1334,1,Polyarthra,6,Polyarthra,NA
NLA06608-1334,1,Synchaeta,10,Synchaeta,NA
NLA06608-1334,2,UNID,2,NA,NA
NLA06608-1334,2,Bosmina,1,Bosmina,NA
NLA06608-1334,2,Chaoborus punctipennis,2,Chaoborus,punctipennis
NLA06608-1334,2,Cyclopidae,28,Mesocyclops,NA
NLA06608-1334,2,Daphnia retrocurva,3,Daphnia,retrocurva
NLA06608-1334,2,Diaphanosoma,20,Diaphanosoma,NA
NLA06608-1334,2,Diaptomidae,324,NA,NA
NLA06608-1334,2,Ergasilus,1,Ergasilus,NA
NLA06608-1334,2,Temoridae,25,Epischura,NA
NLA06608-1334,2,UNID,2,NA,NA
NLA06608-1334,2,Bosmina,1,Bosmina,NA
NLA06608-1334,2,Chaoborus punctipennis,1,Chaoborus,punctipennis
NLA06608-1334,2,Cyclopidae,20,NA,NA
NLA06608-1334,2,Diaphanosoma,8,Diaphanosoma,NA
NLA06608-1334,2,Diaptomidae,189,NA,NA
NLA06608-1334,2,Temoridae,6,Epischura,NA
NLA06608-1334,2,Conochilidae,71,NA,NA
NLA06608-1334,2,Dreissena polymorpha,1,Dreissena,polymorpha
NLA06608-1334,2,Kellicottia longispina,5,Kellicottia,longispina
NLA06608-1334,2,Keratella cceo,119,Keratella,cceo
NLA06608-1334,2,Lecanidae,1,Lecane,NA
NLA06608-1334,2,Polyarthra,4,Polyarthra,NA
NLA06608-1334,2,Conochilidae,51,NA,NA
NLA06608-1334,2,Kellicottia longispina,3,Kellicottia,longispina
NLA06608-1334,2,Keratella cceo,149,Keratella,cceo
NLA06608-1334,2,Polyarthra,3,Polyarthra,NA
NLA06608-1334,2,Pompholyx,1,Pompholyx,sulcata
NLA06608-1336,1,Ceriodaphnia,39,Ceriodaphnia,NA
NLA06608-1336,1,Chaoborus punctipennis,3,Chaoborus,punctipennis
NLA06608-1336,1,Cyclopidae,22,Mesocyclops,NA
NLA06608-1336,1,Daphnia,54,Daphnia,NA
NLA06608-1336,1,Daphnia parvula,75,Daphnia,parvula
NLA06608-1336,1,Diaphanosoma,19,Diaphanosoma,NA
NLA06608-1336,1,Diaptomidae,113,NA,NA
NLA06608-1336,1,Asplanchna,2,Asplanchna,NA
NLA06608-1336,1,Brachionus havanaensis,2,Brachionus,havanaensis
NLA06608-1336,1,Conochilidae,177,NA,NA
NLA06608-1336,1,Kellicottia bostoniensis,4,Kellicottia,bostonensis
NLA06608-1336,1,Keratella cceo,32,Keratella,cceo
NLA06608-1336,1,Keratella cceo,4,Keratella,cceo
NLA06608-1336,1,Synchaeta,2,Synchaeta,NA
NLA06608-1336,1,Trichocerca,4,Trichocerca,NA
NLA06608-1338,1,Artemia,7,Artemia,NA
NLA06608-1338,1,Diaptomidae,1,NA,NA
NLA06608-1338,1,Artemia,0,Artemia,NA
NLA06608-1338,1,Brachionus urceolaris complex,13,Brachionus,rubens
NLA06608-1338,1,Harpacticoida,0,NA,NA
NLA06608-1338,1,Hexarthra,772,Hexarthra,NA
NLA06608-1338,1,Keratella quadrata,1,Keratella,quadrata
NLA06608-1339,1,Ceriodaphnia,24,Ceriodaphnia,NA
NLA06608-1339,1,Cyclopidae,203,Acanthocyclops,NA
NLA06608-1339,1,Diaptomidae,3,NA,NA
NLA06608-1339,1,Brachionus angularis,188,Brachionus,angularis
NLA06608-1339,1,Brachionus urceolaris complex,70,Brachionus,rubens
NLA06608-1339,1,Polyarthra,1,Polyarthra,NA
NLA06608-1342,1,Ceriodaphnia,3,Ceriodaphnia,NA
NLA06608-1342,1,Cyclopidae,1,NA,NA
NLA06608-1342,1,Daphnia mendotae complex,29,Daphnia,mendotae
NLA06608-1342,1,Diaphanosoma,5,Diaphanosoma,NA
NLA06608-1342,1,Diaptomidae,36,NA,NA
NLA06608-1342,1,Holopedium gibberum,55,Holopedium,gibberum
NLA06608-1342,1,Ascomorpha,4,Ascomorpha,NA
NLA06608-1342,1,Asplanchna,3,Asplanchna,NA
NLA06608-1342,1,Conochilidae,1,NA,NA
NLA06608-1342,1,Filinia,1,Filinia,NA
NLA06608-1342,1,Hexarthra,1,Hexarthra,mira
NLA06608-1342,1,Kellicottia bostoniensis,2,Kellicottia,bostonensis
NLA06608-1342,1,Kellicottia longispina,35,Kellicottia,longispina
NLA06608-1342,1,Keratella cceo,32,Keratella,cceo
NLA06608-1342,1,Keratella taurocephala,1,Keratella,taurocephala
NLA06608-1342,1,Polyarthra,9,Polyarthra,NA
NLA06608-1342,1,Pompholyx,1,Pompholyx,sulcata
NLA06608-1342,1,Synchaeta,3,Synchaeta,NA
NLA06608-1342,1,Trichocerca,19,Trichocerca,NA
NLA06608-1344,1,Bosmina,1,Bosmina,NA
NLA06608-1344,1,Cyclopidae,3,NA,NA
NLA06608-1344,1,Filinia,35,Filinia,NA
NLA06608-1344,1,Kellicottia longispina,1,Kellicottia,longispina
NLA06608-1344,1,Keratella cceo,9,Keratella,cceo
NLA06608-1344,1,Keratella cceo,2,Keratella,cceo
NLA06608-1344,1,Lecanidae,1,Monostyla,NA
NLA06608-1344,1,Polyarthra,50,Polyarthra,NA
NLA06608-1344,1,Synchaeta,1,Synchaeta,NA
NLA06608-1344,1,Trichocerca,6,Trichocerca,NA
NLA06608-1346,1,UNID,1,NA,NA
NLA06608-1346,1,Bosmina,46,Bosmina,NA
NLA06608-1346,1,Cyclopidae,91,Mesocyclops,NA
NLA06608-1346,1,Daphnia mendotae complex,59,Daphnia,mendotae
NLA06608-1346,1,Diaphanosoma,9,Diaphanosoma,NA
NLA06608-1346,1,Diaptomidae,1,NA,NA
NLA06608-1346,1,Gastropus,1,Gastropus,NA
NLA06608-1346,1,Kellicottia bostoniensis,2,Kellicottia,bostonensis
NLA06608-1346,1,Keratella cceo,1,Keratella,cceo
NLA06608-1346,1,Keratella cceo,202,Keratella,cceo
NLA06608-1346,1,Lecanidae,1,Lecane,NA
NLA06608-1346,1,Polyarthra,2,Polyarthra,NA
NLA06608-1347,1,Ceriodaphnia,3,Ceriodaphnia,NA
NLA06608-1347,1,Cyclopidae,5,Diacyclops,NA
NLA06608-1347,1,Cyclopidae,1,Eucyclops,NA
NLA06608-1347,1,Cyclopidae,5,Mesocyclops,NA
NLA06608-1347,1,Cyclopidae,18,NA,NA
NLA06608-1347,1,Daphnia retrocurva,11,Daphnia,retrocurva
NLA06608-1347,1,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-1347,1,Diaptomidae,18,NA,NA
NLA06608-1347,1,Temoridae,1,Epischura,NA
NLA06608-1347,1,Asplanchna,43,Asplanchna,NA
NLA06608-1347,1,Conochilidae,15,NA,NA
NLA06608-1347,1,Kellicottia bostoniensis,2,Kellicottia,bostonensis
NLA06608-1347,1,Kellicottia longispina,31,Kellicottia,longispina
NLA06608-1347,1,Keratella cceo,35,Keratella,cceo
NLA06608-1347,1,Keratella cceo,66,Keratella,cceo
NLA06608-1347,1,Lecanidae,2,Monostyla,NA
NLA06608-1347,1,Platyias,1,Platyias,NA
NLA06608-1347,1,Polyarthra,13,Polyarthra,NA
NLA06608-1347,1,Synchaeta,1,Synchaeta,NA
NLA06608-1347,1,Trichocerca,14,Trichocerca,NA
NLA06608-1348,1,Acari,1,NA,NA
NLA06608-1348,1,Cyclopidae,95,Diacyclops,NA
NLA06608-1348,1,Cyclopidae,13,NA,NA
NLA06608-1348,1,Daphnia parvula,85,Daphnia,parvula
NLA06608-1348,1,Diaphanosoma,3,Diaphanosoma,NA
NLA06608-1348,1,Anuraeopsis,1,Anuraeopsis,fissa
NLA06608-1348,1,Asplanchna,1,Asplanchna,NA
NLA06608-1348,1,Brachionus angularis,5,Brachionus,angularis
NLA06608-1348,1,Collotheca,3,Collotheca,NA
NLA06608-1348,1,Conochilidae,12,NA,NA
NLA06608-1348,1,Kellicottia longispina,12,Kellicottia,longispina
NLA06608-1348,1,Keratella cceo,8,Keratella,cceo
NLA06608-1348,1,Keratella cceo,118,Keratella,cceo
NLA06608-1348,1,Keratella cceo,5,Keratella,cceo
NLA06608-1348,1,Ploesoma,5,Ploesoma,NA
NLA06608-1348,1,Polyarthra,8,Polyarthra,NA
NLA06608-1348,1,Pompholyx,3,Pompholyx,sulcata
NLA06608-1348,1,Synchaeta,61,Synchaeta,NA
NLA06608-1348,1,Trichocerca,36,Trichocerca,NA
NLA06608-1349,1,Bosmina,25,Bosmina,NA
NLA06608-1349,1,Ceriodaphnia,78,Ceriodaphnia,NA
NLA06608-1349,1,Cyclopidae,17,NA,NA
NLA06608-1349,1,Diaphanosoma,189,Diaphanosoma,NA
NLA06608-1349,1,Diaptomidae,66,NA,NA
NLA06608-1349,1,Collotheca,81,Collotheca,NA
NLA06608-1349,1,Conochilidae,19,NA,NA
NLA06608-1349,1,Keratella cceo,76,Keratella,cceo
NLA06608-1349,1,Lecanidae,1,Monostyla,NA
NLA06608-1349,1,Macrochaetus,2,Macrochaetus,NA
NLA06608-1349,1,Polyarthra,3,Polyarthra,NA
NLA06608-1349,1,Trichocerca,114,Trichocerca,NA
NLA06608-1354,1,Chydoridae,1,NA,NA
NLA06608-1354,1,Cyclopidae,33,Diacyclops,NA
NLA06608-1354,1,Cyclopidae,4,NA,NA
NLA06608-1354,1,Daphnia catawba/pulex complex,166,Daphnia,pulex
NLA06608-1354,1,Daphnia mendotae complex,5,Daphnia,mendotae
NLA06608-1354,1,Diaptomidae,15,NA,NA
NLA06608-1354,1,Hesperodiaptomus,8,Hesperodiaptomus,NA
NLA06608-1354,1,Bdelloidea,1,NA,NA
NLA06608-1354,1,Leptodora,0,Leptodora,kindtii
NLA06608-1354,1,Polyarthra,6,Polyarthra,NA
NLA06608-1355,1,Chaoborus punctipennis,1,Chaoborus,punctipennis
NLA06608-1355,1,Cyclopidae,15,Mesocyclops,NA
NLA06608-1355,1,Daphnia catawba/pulex complex,152,Daphnia,pulex
NLA06608-1355,1,Daphnia retrocurva,12,Daphnia,retrocurva
NLA06608-1355,1,Diaptomidae,8,NA,NA
NLA06608-1355,1,Temoridae,12,Epischura,NA
NLA06608-1355,1,UNID,6,NA,NA
NLA06608-1355,1,Ascomorpha,4,Ascomorpha,NA
NLA06608-1355,1,Asplanchna,11,Asplanchna,NA
NLA06608-1355,1,Collotheca,80,Collotheca,NA
NLA06608-1355,1,Conochilidae,11,NA,NA
NLA06608-1355,1,Dreissena bugensis,69,Dreissena,bugensis
NLA06608-1355,1,Dreissena polymorpha,59,Dreissena,polymorpha
NLA06608-1355,1,Filinia,6,Filinia,NA
NLA06608-1355,1,Kellicottia longispina,50,Kellicottia,longispina
NLA06608-1355,1,Keratella cceo,2,Keratella,cceo
NLA06608-1355,1,Keratella cceo,3,Keratella,cceo
NLA06608-1355,1,Keratella quadrata,1,Keratella,quadrata
NLA06608-1355,1,Lecanidae,1,Monostyla,NA
NLA06608-1355,1,Polyarthra,2,Polyarthra,NA
NLA06608-1355,1,Pompholyx,1,Pompholyx,sulcata
NLA06608-1355,1,Trichocerca,54,Trichocerca,NA
NLA06608-1355,2,Bosmina,1,Bosmina,NA
NLA06608-1355,2,Ceriodaphnia,3,Ceriodaphnia,NA
NLA06608-1355,2,Chaoborus punctipennis,3,Chaoborus,punctipennis
NLA06608-1355,2,Cyclopidae,17,Mesocyclops,NA
NLA06608-1355,2,Cyclopidae,18,NA,NA
NLA06608-1355,2,Daphnia retrocurva,11,Daphnia,retrocurva
NLA06608-1355,2,Diaphanosoma,10,Diaphanosoma,NA
NLA06608-1355,2,Diaptomidae,60,NA,NA
NLA06608-1355,2,Ergasilus,1,Ergasilus,NA
NLA06608-1355,2,Asplanchna,3,Asplanchna,NA
NLA06608-1355,2,Brachionus quadridentatus,1,Brachionus,quadridentatus
NLA06608-1355,2,Conochilidae,58,NA,NA
NLA06608-1355,2,Dreissena polymorpha,0,Dreissena,polymorpha
NLA06608-1355,2,Filinia,6,Filinia,NA
NLA06608-1355,2,Kellicottia bostoniensis,3,Kellicottia,bostonensis
NLA06608-1355,2,Kellicottia longispina,1,Kellicottia,longispina
NLA06608-1355,2,Keratella cceo,19,Keratella,cceo
NLA06608-1355,2,Keratella quadrata,1,Keratella,quadrata
NLA06608-1355,2,Ploesoma,1,Ploesoma,NA
NLA06608-1355,2,Polyarthra,10,Polyarthra,NA
NLA06608-1355,2,Pompholyx,57,Pompholyx,sulcata
NLA06608-1355,2,Testudinella,1,Testudinella,NA
NLA06608-1355,2,Trichocerca,45,Trichocerca,NA
NLA06608-1356,1,UNID,1,NA,NA
NLA06608-1356,1,Ceriodaphnia,22,Ceriodaphnia,NA
NLA06608-1356,1,Cyclopidae,2,Mesocyclops,NA
NLA06608-1356,1,Cyclopidae,50,NA,NA
NLA06608-1356,1,Daphnia ambigua,11,Daphnia,ambigua
NLA06608-1356,1,Diaphanosoma,1,Diaphanosoma,NA
NLA06608-1356,1,Diaptomidae,12,NA,NA
NLA06608-1356,1,Ergasilus,1,Ergasilus,NA
NLA06608-1356,1,Brachionus angularis,15,Brachionus,angularis
NLA06608-1356,1,Conochilidae,33,NA,NA
NLA06608-1356,1,Filinia,1,Filinia,NA
NLA06608-1356,1,Kellicottia bostoniensis,26,Kellicottia,bostonensis
NLA06608-1356,1,Keratella cceo,58,Keratella,cceo
NLA06608-1356,1,Keratella cceo,118,Keratella,cceo
NLA06608-1356,1,Keratella cceo,2,Keratella,cceo
NLA06608-1356,1,Lecanidae,4,Monostyla,NA
NLA06608-1356,1,Platyias,1,Platyias,NA
NLA06608-1356,1,Polyarthra,1,Polyarthra,NA
NLA06608-1358,1,Cyclopidae,1,NA,NA
NLA06608-1358,1,Asplanchna,27,Asplanchna,NA
NLA06608-1358,1,Conochilidae,51,NA,NA
NLA06608-1358,1,Gastropus,1,Gastropus,NA
NLA06608-1358,1,Keratella cceo,8,Keratella,cceo
NLA06608-1358,1,Keratella cceo,92,Keratella,cceo
NLA06608-1358,1,Polyarthra,26,Polyarthra,NA
NLA06608-1358,1,Synchaeta,3,Synchaeta,NA
NLA06608-1358,1,Trichocerca,4,Trichocerca,NA
NLA06608-1358,2,Cyclopidae,2,NA,NA
NLA06608-1358,2,Diaptomidae,5,NA,NA
NLA06608-1358,2,Ascomorpha,1,Ascomorpha,NA
NLA06608-1358,2,Asplanchna,26,Asplanchna,NA
NLA06608-1358,2,Conochilidae,32,NA,NA
NLA06608-1358,2,Kellicottia longispina,2,Kellicottia,longispina
NLA06608-1358,2,Keratella cceo,4,Keratella,cceo
NLA06608-1358,2,Keratella cceo,67,Keratella,cceo
NLA06608-1358,2,Polyarthra,1,Polyarthra,NA
NLA06608-1358,2,Synchaeta,70,Synchaeta,NA
NLA06608-1358,2,Trichocerca,1,Trichocerca,NA
NLA06608-1359,1,Cyclopidae,2,NA,NA
